Age,Attrition,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,MonthlyIncome__log1p,mean_time__log1p,YearsWithCurrManager__winsor1,TotalWorkingYears__winsor5,NumCompaniesWorked__winsor5,MonthlyIncome__log1p_norm,Age_norm,DistanceFromHome_norm,NumCompaniesWorked_5_norm,TotalWorkingYears_norm,YearsAtCompany_norm,YearsSinceLastPromotion_norm,YearsWithCurrManager_1_norm,PercentSalaryHike_norm,mean_time__log1p_norm
37,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,10.627915353129104,2.4749909850006238,2,15.0,2.0,-0.3340007929866922,0.11280949778859066,-1.0055847716023865,-0.3024085438154611,0.7749738166616278,-0.043409513318094325,-0.7625006132385551,-0.4240145921197626,-0.6105900779051219,2.4177210965017166
26,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,11.55666479991171,2.0884632236502934,4,6.0,1.0,1.0708685202261368,-1.099983873258977,-1.0055847716023865,-0.71706180253178,-0.5554407316954253,0.22277674093702246,0.008940543203802158,0.23392969468906633,0.7452790656783106,-0.12160852757506174
50,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,11.479068739876027,1.8904729421640876,6,28.0,3.0,0.9534931355645425,1.5461107544811707,-0.13292212498192466,0.11224471490085779,2.696683719844038,1.2875217579574896,0.008940543203802158,0.8918739814978952,2.1011482092617433,-1.4223238637797033
53,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9.974924102473977,2.177985124760716,3,21.0,3.0,-1.3217455211475748,1.8768725829486892,0.24107615214113046,0.11224471490085779,1.6619168488996632,-0.043409513318094325,0.008940543203802158,-0.09504244871534814,-1.1529377353384949,0.4665138228072463
29,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,11.084155905330146,2.025565968710518,9,10.0,1.0,0.3561297405505727,-0.7692220447914586,0.8644066140128889,-0.71706180253178,0.03585462312993165,1.2875217579574896,-0.7625006132385551,1.8787904117111387,-1.1529377353384949,-0.534817819926308
55,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,11.127130622457644,2.308686441852022,8,12.0,3.0,0.42113528272943707,2.0973804685937014,-1.0055847716023865,0.11224471490085779,0.3315023005426101,1.2875217579574896,-0.7625006132385551,1.549818268306724,-1.1529377353384949,1.3251681280926892
26,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12.000959318399978,2.445498585752305,3,5.0,1.0,1.742928931368369,-1.099983873258977,-0.008256032607572947,-0.71706180253178,-0.7032645704017645,-0.043409513318094325,1.5518228560885168,-0.09504244871534814,1.8299743805450566,2.2239680712734
37,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,10.205479252168017,2.1050361863413167,7,17.0,1.0,-0.9729971521117632,0.11280949778859066,-0.5069204021049797,-0.71706180253178,1.0706214940743062,3.1508255377433074,3.0947051689732312,1.2208461249023097,-1.1529377353384949,-0.012730927236565683
44,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,11.545692706893112,2.4607078735737042,0,19.0,3.0,1.0542716255125586,0.8845870975461337,-1.0055847716023865,0.11224471490085779,1.3662691714869848,-1.1081545303385616,-0.7625006132385551,-1.0819588789285914,-0.33941624918843544,2.323886884325962
38,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.702817410686135,1.9892432737616872,2,10.0,8.0,-0.2207004809133923,0.2230634406110968,-0.8809186792280348,2.185511008482452,0.03585462312993165,-0.8419682760834447,0.008940543203802158,-0.4240145921197626,-0.8817639066218085,-0.7734431000035957
26,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,11.135187385342592,2.3667610484126094,2,5.0,2.0,0.4333223144203909,-1.099983873258977,-0.6315864944793315,-0.3024085438154611,-0.7032645704017645,-0.5757820218283279,-0.7625006132385551,-0.4240145921197626,-1.1529377353384949,1.706694589040065
28,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,11.475960605464735,2.017699107844266,2,5.0,1.0,0.9487916278857046,-0.8794759876139647,-0.25758821735627635,-0.71706180253178,-0.7032645704017645,-0.043409513318094325,-0.7625006132385551,-0.4240145921197626,-0.6105900779051219,-0.5864998848221802
49,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,10.488798934228665,2.387348946193195,2,22.0,8.0,-0.5444347141635363,1.4358568116586645,-1.0055847716023865,2.185511008482452,1.8097406876060025,-0.5757820218283279,0.008940543203802158,-0.4240145921197626,-0.6105900779051219,1.8419486741517486
31,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,10.754514166757886,1.9944689939554991,2,2.0,1.0,-0.14250157974640015,-0.5487141591464463,-0.008256032607572947,-0.71706180253178,-1.146736086520782,-0.8419682760834447,0.7803816996461596,-0.4240145921197626,0.2029314082449376,-0.7391122512983825
37,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,9.625161575008372,2.370439983893299,2,4.0,1.0,-1.8508124761270965,0.11280949778859066,-0.008256032607572947,-0.71706180253178,-0.8510884091081037,-0.3095957675732111,0.008940543203802158,-0.4240145921197626,-0.33941624918843544,1.7308636935270134
18,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,10.058395088732475,1.9709232677693986,0,1.0,1.0,-1.1954834517117248,-1.9820154158390264,-1.0055847716023865,-0.71706180253178,-1.4423837639334607,-1.3743407845936784,-0.7625006132385551,-1.0819588789285914,-0.33941624918843544,-0.8937980617454471
36,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,11.150821524950869,2.0869259633894623,0,4.0,4.0,0.45697123615083385,0.0025555549660845073,-0.13292212498192466,0.5268979736171766,-0.8510884091081037,-1.1081545303385616,-0.7625006132385551,-1.0819588789285914,-0.8817639066218085,-0.1317077000293428
51,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10.946428556333773,2.1001995947643453,2,13.0,5.0,0.1477969906733621,1.656364697303677,-0.8809186792280348,0.9415512323334956,0.47932613924894935,-0.3095957675732111,0.008940543203802158,-0.4240145921197626,-0.6105900779051219,-0.04450535975871596
18,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,10.548520590372645,2.0484022690826684,0,1.0,1.0,-0.4540969784678891,-1.9820154158390264,-0.25758821735627635,-0.71706180253178,-1.4423837639334607,-1.3743407845936784,-0.7625006132385551,-1.0819588789285914,-0.06824242047174892,-0.3847926475124716
28,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,10.746798905924305,2.086541278795059,7,9.0,0.0,-0.15417203966008303,-0.8794759876139647,-0.008256032607572947,-1.1317150612480988,-0.11196921557640759,0.755149249447256,-0.7625006132385551,1.2208461249023097,2.1011482092617433,-0.13423492079889823
39,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.954703343920398,2.1050361863413167,7,19.0,0.0,-1.352332374555907,0.33331738343360295,-0.5069204021049797,-1.1317150612480988,1.3662691714869848,3.417011791998424,1.5518228560885168,1.2208461249023097,1.2876267231116836,-0.012730927236565683
36,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,11.359552815731995,2.134793463684409,8,11.0,7.0,0.772707828125727,0.0025555549660845073,-0.5069204021049797,1.770857749766133,0.18367846183627087,1.0213355037023728,-0.7625006132385551,1.549818268306724,1.55880055182837,0.18276223895983398
32,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,10.205848855956967,1.9958561076220305,8,13.0,1.0,-0.9724380723481709,-0.4384602163239401,-0.8809186792280348,-0.71706180253178,0.47932613924894935,2.08608052072284,2.323264012530874,1.549818268306724,1.55880055182837,-0.7299994806837197
38,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,11.06415089616141,1.9911566268122642,1,19.0,3.0,0.3258692396274671,0.2230634406110968,-0.5069204021049797,0.11224471490085779,1.3662691714869848,1.2875217579574896,-0.7625006132385551,-0.752986735524177,1.016452894394997,-0.7608731514294639
58,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10.588627762694157,2.4500736299477537,2,12.0,2.0,-0.3934290170177643,2.42814229706122,-0.8809186792280348,-0.3024085438154611,0.3315023005426101,-0.043409513318094325,0.008940543203802158,-0.4240145921197626,-0.6105900779051219,2.254024244254035
31,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,11.503592043789153,2.270671219748515,3,6.0,0.0,0.9905882178232641,-0.5487141591464463,1.3630709835102957,-1.1317150612480988,-0.5554407316954253,-0.043409513318094325,-0.7625006132385551,-0.09504244871534814,-0.6105900779051219,1.0754236354434275
31,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,11.792456911128632,2.022487518715355,0,9.0,3.0,1.4275385591627612,-0.5487141591464463,-0.25758821735627635,0.11224471490085779,-0.11196921557640759,-0.8419682760834447,0.008940543203802158,-1.0819588789285914,1.55880055182837,-0.5550419798718877
31,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10.241423003850693,2.2447334977829225,2,3.0,0.0,-0.9186269730331487,-0.5487141591464463,0.8644066140128889,-1.1317150612480988,-0.998912247814443,-0.8419682760834447,0.7803816996461596,-0.4240145921197626,1.016452894394997,0.9050233890595728
43,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,10.101969490779476,2.0803661141309706,7,9.0,0.0,-1.1295707984234804,0.7743331547236276,-0.25758821735627635,-1.1317150612480988,-0.11196921557640759,0.755149249447256,0.008940543203802158,1.2208461249023097,-0.06824242047174892,-0.17480323214163646
49,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,11.200144364018984,2.37109384731519,7,25.0,7.0,0.5315792408041582,1.4358568116586645,-1.0055847716023865,1.770857749766133,2.25321220372502,0.48896299519213926,-0.7625006132385551,1.2208461249023097,1.8299743805450566,1.735159309323167
27,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,10.57185524173185,2.4386969034749204,2,4.0,1.0,-0.41879990696746267,-0.989729930436471,0.7397405216385372,-0.71706180253178,-0.8510884091081037,-0.3095957675732111,0.008940543203802158,-0.4240145921197626,1.8299743805450566,2.179283794935311
27,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,10.259797429846147,2.336155256433377,4,5.0,1.0,-0.8908329675364701,-0.989729930436471,0.4904083368898338,-0.71706180253178,-0.7032645704017645,-0.043409513318094325,-0.7625006132385551,0.23392969468906633,-0.8817639066218085,1.5056270280201562
31,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.288319413292772,2.00791868676782,7,13.0,4.0,-2.3603354890665456,-0.5487141591464463,1.8617353530077025,0.5268979736171766,0.47932613924894935,0.48896299519213926,0.008940543203802158,1.2208461249023097,-1.1529377353384949,-0.6507532592463108
32,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,10.115408363827857,2.0963724023398176,7,10.0,7.0,-1.109242538293434,-0.4384602163239401,-0.25758821735627635,1.770857749766133,0.03585462312993165,0.48896299519213926,-0.7625006132385551,1.2208461249023097,-0.6105900779051219,-0.0696484518530428
28,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,10.946076077522912,2.4545419395564987,2,5.0,5.0,0.14726381494265098,-0.8794759876139647,-0.008256032607572947,0.9415512323334956,-0.7032645704017645,-0.5757820218283279,0.7803816996461596,-0.4240145921197626,-0.33941624918843544,2.283379214565596
30,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10.644734182586557,1.9114074314939509,9,11.0,1.0,-0.30855985466819436,-0.6589681019689524,0.4904083368898338,-0.71706180253178,0.18367846183627087,1.2875217579574896,0.008940543203802158,1.8787904117111387,-0.6105900779051219,-1.2847928136566054
39,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,10.665250866959651,2.3843125345522975,0,12.0,4.0,-0.27752537019610873,0.33331738343360295,-1.0055847716023865,0.5268979736171766,0.3315023005426101,-1.1081545303385616,-0.7625006132385551,-1.0819588789285914,0.4741052369616241,1.8220006890350093
33,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,10.776474045001011,2.105693912823902,1,9.0,3.0,-0.10928405356371385,-0.32820627350143394,-0.6315864944793315,0.11224471490085779,-0.11196921557640759,0.48896299519213926,-0.7625006132385551,-0.752986735524177,-1.1529377353384949,-0.008409932708427745
47,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.986326087088196,1.9929709275425251,1,21.0,4.0,0.20814783860552183,1.2153489260136523,-0.6315864944793315,0.5268979736171766,1.6619168488996632,-0.5757820218283279,0.008940543203802158,-0.752986735524177,2.1011482092617433,-0.7489539361698905
43,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10.567746456002288,1.9380651718176396,0,9.0,1.0,-0.4250150460515556,0.7743331547236276,0.6150744292641855,-0.71706180253178,-0.11196921557640759,1.0213355037023728,-0.7625006132385551,-1.0819588789285914,0.4741052369616241,-1.109662340548012
27,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,12.03309331393854,2.266284113267714,4,6.0,0.0,1.7915362973263596,-0.989729930436471,-0.8809186792280348,-1.1317150612480988,-0.5554407316954253,-0.043409513318094325,0.008940543203802158,0.23392969468906633,0.4741052369616241,1.0466021365379967
54,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,10.286400256173781,1.8993425132389785,3,20.0,3.0,-0.8505923036180215,1.9871265257711954,-1.0055847716023865,0.11224471490085779,1.5140930101933239,-0.3095957675732111,-0.7625006132385551,-0.09504244871534814,-0.8817639066218085,-1.3640544020865972
43,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,11.082157933374816,2.0666728680270148,0,10.0,8.0,0.353107515882309,0.7743331547236276,-0.25758821735627635,2.185511008482452,0.03585462312993165,-1.1081545303385616,-0.7625006132385551,-1.0819588789285914,2.1011482092617433,-0.26476226990925905
40,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,10.82637646843851,2.3221327858364145,2,6.0,2.0,-0.03379934282158638,0.4435713262561091,-0.8809186792280348,-0.3024085438154611,-0.5554407316954253,-0.3095957675732111,-0.7625006132385551,-0.4240145921197626,-0.33941624918843544,1.4135051197121542
29,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,10.046331696565609,2.3682136448322373,7,7.0,1.0,-1.2137310959253407,-0.7692220447914586,2.4850658148794613,-0.71706180253178,-0.40761689298908604,0.48896299519213926,-0.7625006132385551,1.2208461249023097,-0.6105900779051219,1.7162375546146538
29,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,10.16087792924552,2.0320354192825656,2,4.0,0.0,-1.0404631733509417,-0.7692220447914586,-0.13292212498192466,-1.1317150612480988,-0.8510884091081037,-0.5757820218283279,0.7803816996461596,-0.4240145921197626,1.8299743805450566,-0.4923161702861631
30,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10.91637854079876,2.088277390342235,2,10.0,1.0,0.10234194913018306,-0.6589681019689524,0.11641005976677875,-0.71706180253178,0.03585462312993165,1.2875217579574896,0.008940543203802158,-0.4240145921197626,-0.8817639066218085,-0.12282937655792356
27,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,10.690375500198106,1.9398345872934184,7,8.0,1.0,-0.2395206894237981,-0.989729930436471,0.24107615214113046,-0.71706180253178,-0.2597930542827468,0.755149249447256,-0.7625006132385551,1.2208461249023097,0.7452790656783106,-1.0980380030896923
37,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.801714424596312,1.9002849710290377,4,8.0,7.0,1.4415419016492124,0.11280949778859066,-1.0055847716023865,1.770857749766133,-0.2597930542827468,0.22277674093702246,-0.7625006132385551,0.23392969468906633,-0.33941624918843544,-1.3578628390863652
38,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,11.09484613098911,2.27527555925046,9,12.0,0.0,0.37230026967618957,0.2230634406110968,2.3603997225051097,-1.1317150612480988,0.3315023005426101,1.5537080122126066,0.7803816996461596,1.8787904117111387,-0.8817639066218085,1.1056722666303564
31,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,11.302587076486851,2.3947630999350342,10,11.0,1.0,0.686538819630244,-0.5487141591464463,-0.382254309730628,-0.71706180253178,0.18367846183627087,1.5537080122126066,2.323264012530874,2.2077625551155533,-0.06824242047174892,1.890656638020475
29,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10.591144690352435,2.221277418921094,7,7.0,1.0,-0.38962179598205904,-0.7692220447914586,-0.7562525868536831,-0.71706180253178,-0.40761689298908604,0.48896299519213926,0.008940543203802158,1.2208461249023097,-1.1529377353384949,0.7509265249418684
35,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,10.144117324857612,2.1286601854673353,13,17.0,0.0,-1.0658160377397634,-0.10769838785642165,0.8644066140128889,-1.1317150612480988,1.0706214940743062,2.8846392834881907,-0.7625006132385551,3.194678985328797,-0.6105900779051219,0.14246910447730518
23,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10.896572644989313,2.0493559757226434,2,4.0,1.0,0.07238263627161318,-1.4307457017264955,1.3630709835102957,-0.71706180253178,-0.8510884091081037,-0.3095957675732111,-0.7625006132385551,-0.4240145921197626,2.1011482092617433,-0.3785271841597057
41,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10.912740254782156,2.332095350367987,2,8.0,6.0,0.0968385096448343,0.5538252690786153,-0.008256032607572947,1.3562044910498143,-0.2597930542827468,-0.043409513318094325,0.008940543203802158,-0.4240145921197626,1.016452894394997,1.478955102291463
47,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,11.132265158280985,2.135148207799377,0,5.0,3.0,0.428902018785962,1.2153489260136523,-1.0055847716023865,0.11224471490085779,-0.7032645704017645,-1.3743407845936784,-0.7625006132385551,-1.0819588789285914,0.2029314082449376,0.1850927630002245
42,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,9.297526733655099,1.9432494697280955,0,16.0,2.0,-2.34640807098973,0.6640792119011214,-0.7562525868536831,-0.3024085438154611,0.922797655367967,-1.1081545303385616,-0.7625006132385551,-1.0819588789285914,1.8299743805450566,-1.075603619337226
29,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,10.95711990887328,1.9316518378799459,2,4.0,1.0,0.1639692243705397,-0.7692220447914586,1.612403168258999,-0.71706180253178,-0.8510884091081037,-0.3095957675732111,-0.7625006132385551,-0.4240145921197626,1.8299743805450566,-1.1517953268054264
42,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,10.010591547450328,2.2068228110069286,0,4.0,0.0,-1.2677932963558742,0.6640792119011214,-0.25758821735627635,-1.1317150612480988,-0.8510884091081037,-0.5757820218283279,0.008940543203802158,-1.0819588789285914,-0.8817639066218085,0.6559656508441676
32,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,10.95903575173321,2.0997464937701804,7,8.0,1.0,0.16686721677546623,-0.4384602163239401,-0.8809186792280348,-0.71706180253178,-0.2597930542827468,0.755149249447256,-0.7625006132385551,1.2208461249023097,-0.6105900779051219,-0.04748204834936704
48,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,11.498227984209644,2.060169523585692,0,15.0,3.0,0.9824742935311918,1.3256028688361583,0.4904083368898338,0.11224471490085779,0.7749738166616278,-1.3743407845936784,-0.7625006132385551,-1.0819588789285914,0.2029314082449376,-0.3074865884361727
30,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,10.893047333337728,2.4189715984002866,2,4.0,7.0,0.06705008702921054,-0.6589681019689524,1.9864014453820542,1.770857749766133,-0.8510884091081037,-0.8419682760834447,0.7803816996461596,-0.4240145921197626,1.55880055182837,2.049696591819592
42,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,9.967916692691817,1.92681470022092,0,14.0,3.0,-1.3323452528644197,0.6640792119011214,-0.8809186792280348,0.11224471490085779,0.6271499779552886,-1.1081545303385616,-0.7625006132385551,-1.0819588789285914,-0.6105900779051219,-1.1835733468637817
21,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,12.0937490549462,2.193919120327493,2,3.0,1.0,1.883286972933267,-1.651253587371508,-0.008256032607572947,-0.71706180253178,-0.998912247814443,-0.5757820218283279,0.008940543203802158,-0.4240145921197626,-0.8817639066218085,0.5711936699449331
36,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,10.099095453655817,2.055072001895825,0,7.0,4.0,-1.1339181997318208,0.0025555549660845073,2.3603997225051097,0.5268979736171766,-0.40761689298908604,-1.1081545303385616,-0.7625006132385551,-1.0819588789285914,1.8299743805450566,-0.34097522529690544
36,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10.77291725825696,2.0529948916648526,12,16.0,4.0,-0.11466421348485231,0.0025555549660845073,-0.382254309730628,0.5268979736171766,0.922797655367967,2.08608052072284,0.008940543203802158,2.8657068419243825,-0.6105900779051219,-0.3546209917059066
57,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,12.16322255414442,1.9419021276577746,2,15.0,2.0,1.9883757968816513,2.317888354238714,1.4877370758846473,-0.3024085438154611,0.7749738166616278,-0.5757820218283279,0.008940543203802158,-0.4240145921197626,0.7452790656783106,-1.084455106798252
40,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,10.837048295575237,2.1524828737466515,7,10.0,3.0,-0.01765664415055596,0.4435713262561091,-0.13292212498192466,0.11224471490085779,0.03585462312993165,0.48896299519213926,0.008940543203802158,1.2208461249023097,-0.33941624918843544,0.29897444282992547
21,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10.262245325878965,2.1216625571137984,2,3.0,1.0,-0.8871301669260853,-1.651253587371508,-1.0055847716023865,-0.71706180253178,-0.998912247814443,-0.5757820218283279,0.7803816996461596,-0.4240145921197626,-0.33941624918843544,0.09649754239767844
